"#","Reel","Match","V","C","Dur","Source In","Source Out","Record In","Record Out","Name","Comments","Source Start","Source End","Source Duration","Codec","Source FPS","Resolution","Color","Notes","EDL Clip Name","Marker Keywords"
"2807","","","A6","D","90","01:49:53:04","01:49:56:19","01:49:53:04","01:49:56:19","Cross Fade 0 dB","","","","","","0.000","","","","",""
"2808","","","V1","C","0","00:00:00:00","00:00:00:00","01:49:53:09","01:49:54:20","Rodney Campbell","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","2016x1512","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"2809","","","V5","C","","00:00:00:14","00:00:02:07","01:49:53:09","01:49:55:04","salvage-operation-continues-on-the-ship-ss-normandie-renamed-the-uss-video-id502798051","","00:00:00:00","00:00:35:06","00:00:35:06","H.264","29.970","480x360","Green","","",""
"2810","","","A5","C","","00:00:02:03","00:00:09:04","01:49:53:09","01:50:00:10","39 Typewriter - Manual - Write - Paper Out - Office","","00:00:00:00","00:00:58:08","00:00:58:08","","25.000","","","","",""
"2811","","","V1","C","0","00:00:00:00","00:00:00:00","01:49:54:20","01:49:56:08","Harvey Ardman","","00:00:00:00","00:00:00:01","00:00:00:01","JPEG","25.000","3543x2356","","","",""
"M2","","","","","0.0","00:00:00:00","","","","","","","","","","","","","","",""
"2812","","","V5","C","","00:00:32:11","00:00:33:16","01:49:55:04","01:49:56:09","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2813","","","A11","C","","00:00:00:01","00:00:05:13","01:49:55:13","01:50:01:00","Audio Process Stream","","00:00:00:00","00:00:05:13","00:00:05:13","","25.000","","","","",""
"2814","","","V1","C","","00:00:00:14","00:00:02:12","01:49:56:08","01:49:58:07","salvage-operation-continues-on-the-ship-ss-normandie-renamed-the-uss-video-id502798051","","00:00:00:00","00:00:35:06","00:00:35:06","H.264","29.970","480x360","Green","","",""
"2815","","","V5","C","","00:00:35:04","00:00:36:11","01:49:56:09","01:49:57:16","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2816","","","V5","C","","00:00:41:16","00:00:42:20","01:49:57:16","01:49:58:20","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2817","","","V1","C","","00:00:32:11","00:00:33:16","01:49:58:07","01:49:59:12","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2818","","","V5","C","","00:00:44:21","00:00:46:06","01:49:58:20","01:50:00:05","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2819","","","V1","C","","00:00:35:04","00:00:36:11","01:49:59:12","01:50:00:19","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2820","","","V5","C","","00:00:48:01","00:00:49:16","01:50:00:05","01:50:01:20","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2821","","","V1","C","","00:00:41:16","00:00:42:20","01:50:00:19","01:50:01:23","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2822","","","V5","C","21.5272","00:01:24:11","00:01:27:03","01:50:01:20","01:50:04:23","smoke-billows-from-the-ship-on-fire-fire-engines-and-men-scramble-video-id450041968","","00:00:00:00","00:01:27:05","00:01:27:05","H.264","23.976","640x360","","","",""
"M2","","","","","21.5","00:01:24:11","","","","","","","","","","","","","","",""
"2823","","X","V6","C","","00:00:04:24","00:00:04:24","01:50:01:20","01:50:09:11","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2824","","","V1","C","","00:00:44:21","00:00:46:06","01:50:01:23","01:50:03:08","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2825","","","A11","C","","00:00:00:01","00:00:04:22","01:50:02:09","01:50:07:05","Audio Process Stream","","00:00:00:00","00:00:04:22","00:00:04:22","","25.000","","","","",""
"2826","","","V1","C","","00:00:48:01","00:00:49:16","01:50:03:08","01:50:04:23","nada545-dpvc322_vis_02154718_02164118","","00:00:00:00","00:00:54:21","00:00:54:21","H.264","25.000","640x524","","","",""
"2827","","","V1","C","","00:00:05:07","00:00:09:19","01:50:04:23","01:50:09:11","Mobster Lucky Luciano under arrest in Cuba in 1947","","00:00:00:00","00:00:34:21","00:00:34:21","H.264","23.976","640x360","","","",""
"2828","","","A11","C","","00:00:00:03","00:00:02:22","01:50:08:03","01:50:10:23","VO 200604 (D)-15","","00:00:00:00","00:00:05:21","00:00:05:21","","25.000","","","","",""
"2829","","","V1","C","","00:18:30:07","00:18:32:11","01:50:09:11","01:50:11:16","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","544x416","","","",""
"2830","","","A5","C","","00:00:00:07","00:00:01:13","01:50:09:11","01:50:10:17","15-41 Match Safety Match Strike,Burn,Sizzle","","00:00:00:00","00:00:24:02","00:00:24:02","","25.000","","","","",""
"2831","","","A6","C","","01:00:00:12","01:00:03:22","01:50:09:11","01:50:12:21","Hit 09 Struck Down","","01:00:00:06","01:00:03:24","00:00:03:18","","25.000","","","","",""
"2832","","","A11","C","","00:00:03:08","00:00:05:21","01:50:10:23","01:50:13:10","VO 200604 (D)-15","","00:00:00:00","00:00:05:21","00:00:05:21","","25.000","","","","",""
"2833","","","V1","C","","00:18:26:23","00:18:28:17","01:50:11:16","01:50:13:10","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","544x416","","","",""
"2834","","","A2","C","","00:18:20:13","00:18:22:15","01:50:11:16","01:50:13:18","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","","","","",""
"2835","","","A2","D","25","01:50:12:18","01:50:13:18","01:50:12:18","01:50:13:18","Cross Fade 0 dB","","","","","","0.000","","","","",""
"2836","","","A1","C","","00:18:39:15","00:18:47:09","01:50:13:01","01:50:20:20","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","","","","",""
"2837","","","A1","D","25","01:50:13:01","01:50:14:01","01:50:13:01","01:50:14:01","Cross Fade 0 dB","","","","","","0.000","","","","",""
"2838","","","V1","C","","00:18:40:00","00:18:47:09","01:50:13:10","01:50:20:20","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","544x416","","","",""
"2839","","X","V6","C","","00:00:00:00","00:00:04:24","01:50:13:10","01:50:18:21","Fusion Title","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2840","","","V1","C","","00:18:51:14","00:18:54:01","01:50:20:20","01:50:23:07","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","544x416","","","",""
"2841","","","A1","C","","00:18:51:14","00:18:54:16","01:50:20:20","01:50:23:22","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","","","","",""
"2842","","","A1","D","25","01:50:22:22","01:50:23:22","01:50:22:22","01:50:23:22","Cross Fade 0 dB","","","","","","0.000","","","","",""
"2843","","","V1","C","0","00:18:54:01","00:18:54:01","01:50:23:07","01:50:24:09","Passion.and.Paradise.1989.DVDRip.XviD","","00:00:00:00","03:04:52:06","03:04:52:06","H.264","23.976","544x416","","","",""
"M2","","","","","0.0","00:18:54:01","","","","","","","","","","","","","","",""
"2844","","","V2","C","","00:00:31:00","00:00:31:03","01:50:23:07","01:50:23:11","Rio-NY avec Normandie 1 Cintel 00000741","","00:00:30:21","00:13:26:09","00:12:55:12","DNxHR HQ","24.000","1920x1080","","","",""
"2845","","","V3","C","","00:07:49:28","00:07:51:00","01:50:23:07","01:50:24:09","Facts About Film - Phototronics, Inc.","","00:00:00:00","00:09:46:02","00:09:46:02","H.264","29.970","640x480","Blue","","",""
"2846","","","A2","C","","00:00:11:57","00:00:12:45","01:50:23:07","01:50:24:02","171-5","","00:00:00:00","00:18:18:54","00:18:18:54","H.264","60.000","","Cocoa,ResolveColorGreen","","",""
"2847","","","A6","C","","00:00:00:14","00:00:00:21","01:50:23:07","01:50:23:14","79 Projector, Film","","00:00:00:00","00:00:11:00","00:00:11:00","","25.000","","","","",""
"2848","","","A7","C","","00:00:48:20","00:00:54:18","01:50:23:07","01:50:29:05","77 Projector - Film Projector - Super 8 - Rewinding","","00:00:00:00","00:01:05:04","00:01:05:04","","25.000","","","","",""
"2849","","","V2","C","","00:00:31:21","00:00:32:02","01:50:23:11","01:50:23:17","Rio-NY avec Normandie 1 Cintel 00000741","","00:00:30:21","00:13:26:09","00:12:55:12","DNxHR HQ","24.000","1920x1080","","","",""
"2850","","","A6","C","","00:00:35:13","00:00:41:04","01:50:23:14","01:50:29:05","37 Arc lamp - Xenon - switched on - in film projector","","00:00:00:00","00:00:43:21","00:00:43:21","","25.000","","","","",""
"2851","","","V2","C","","00:00:01:08","00:00:02:00","01:50:23:17","01:50:24:09","gettyimages-517038108 1937","","00:00:00:00","00:00:15:19","00:00:15:19","H.264","23.976","640x360","","","",""
"2852","","","A1","C","","00:17:52:23","00:17:52:44","01:50:24:00","01:50:24:09","171-5","","00:00:00:00","00:18:18:54","00:18:18:54","H.264","60.000","","Cocoa,ResolveColorGreen","","",""
"2853","","","A5","C","","00:00:30:08","00:00:30:20","01:50:24:00","01:50:24:12","37 Arc lamp - Xenon - switched on - in film projector","","00:00:00:00","00:00:43:21","00:00:43:21","","25.000","","","","",""
"2854","","","V1","C","18","00:01:02:21","00:01:03:17","01:50:24:09","01:50:25:13","gettyimages-813562406 1935","","00:00:00:00","00:01:18:19","00:01:18:19","H.264","23.976","640x360","","","",""
"M2","","","","","18.0","00:01:02:21","","","","","","","","","","","","","","",""
"2855","","X","V6","C","","00:00:04:24","00:00:04:24","01:50:24:24","01:50:29:05","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2856","","","V1","C","18","00:00:29:00","00:00:31:15","01:50:25:13","01:50:29:05","gettyimages-813562406 1935","","00:00:00:00","00:01:18:19","00:01:18:19","H.264","23.976","640x360","","","",""
"M2","","","","","18.0","00:00:29:00","","","","","","","","","","","","","","",""
"2857","","","A5","C","","00:00:03:13","00:00:06:15","01:50:26:03","01:50:29:05","77 Projector - Film Projector - Super 8 - Rewinding","","00:00:00:00","00:01:05:04","00:01:05:04","","25.000","","","","",""
"2858","","","A8","C","","00:59:49:15","00:59:55:08","01:50:28:05","01:50:33:24","FS Creaky Attic Floor","","00:59:34:11","01:00:17:08","00:00:42:21","","25.000","","","","",""
"2859","","","V1","C","","00:00:04:05","00:00:10:20","01:50:29:05","01:50:35:18","united-states-1940s-film-reels-footage-074948135","","00:00:00:00","00:00:12:03","00:00:12:03","H.264","30.000","960x540","","","",""
"2860","","X","V6","C","","00:00:04:24","00:00:04:24","01:50:29:05","01:50:29:24","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2861","","","A5","C","","00:00:12:19","00:00:19:17","01:50:29:05","01:50:36:03","Drone-Dark-Wind","","00:00:00:00","00:01:32:09","00:01:32:09","","25.000","","","","",""
"2862","","X","V6","C","","00:00:04:24","00:00:04:24","01:50:29:24","01:50:35:18","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2863","","","A11","C","","00:00:00:00","00:00:03:03","01:50:30:17","01:50:33:21","VO 200604 (D)-16","","00:00:00:00","00:00:09:10","00:00:09:10","","25.000","","","","",""
"2864","","","A8","C","","01:00:01:19","01:00:03:23","01:50:33:24","01:50:36:03","FS Creaky Attic Floor","","00:59:34:11","01:00:17:08","00:00:42:21","","25.000","","","","",""
"2865","","","A4","C","","00:00:39:11","00:01:07:04","01:50:34:07","01:51:02:00","Water-Ocean-3","","00:00:00:00","00:01:07:04","00:01:07:04","","25.000","","","","",""
"2866","","","A4","D","46","01:50:34:07","01:50:36:03","01:50:34:07","01:50:36:03","Cross Fade 0 dB","","","","","","0.000","","","","",""
"2867","","","V1","C","","00:21:08:00","00:21:12:15","01:50:35:18","01:50:40:08","TRA_12-008751_4B_vis_00000000_00340003","","00:00:00:00","00:34:00:03","00:34:00:03","H.264","25.000","640x486","Green","","",""
"2868","","X","V6","C","","00:00:04:24","00:00:04:24","01:50:35:18","01:51:02:00","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2869","","","A11","C","","00:00:03:03","00:00:09:10","01:50:35:23","01:50:42:05","VO 200604 (D)-16","","00:00:00:00","00:00:09:10","00:00:09:10","","25.000","","","","",""
"2870","","","V1","C","","01:08:19:09","01:08:30:17","01:50:40:08","01:50:51:16","U-Boote Westwarts (1941)-Apple ProRes 422-01100000-01120000","","01:07:12:06","01:09:07:12","00:01:55:06","Apple ProRes 422","25.000","710x480","","","",""
"2871","","","A11","C","","00:00:00:01","00:00:10:18","01:50:44:02","01:50:54:19","Audio Process Stream","","00:00:00:00","00:00:10:18","00:00:10:18","","25.000","","","","",""
"2872","","","A10","C","","00:00:31:06","00:01:34:05","01:50:46:21","01:51:49:20","Le gouffre de la Seconde 02","","00:00:00:00","00:01:48:20","00:01:48:20","","25.000","","Green","","",""
"2873","","","V1","C","19.8865","00:01:46:02","00:01:47:11","01:50:51:16","01:50:53:10","306-lss-064","","00:00:00:00","00:05:57:03","00:05:57:03","H.264","23.976","1280x1080","Cocoa","","",""
"M2","","","","","19.9","00:01:46:02","","","","","","","","","","","","","","",""
"2874","","","V1","C","","00:03:59:01","00:04:00:22","01:50:53:10","01:50:55:06","221231-05","","00:00:00:00","00:08:14:03","00:08:14:03","H.264","25.000","720x540","Green","","",""
"2875","","","V1","C","18","00:00:18:09","00:00:23:06","01:50:55:06","01:51:02:00","mt-mtt-563wx","","00:00:00:00","00:06:20:20","00:06:20:20","H.264","23.976","1920x1080","Cocoa,ResolveColorGreen","","",""
"M2","","","","","18.0","00:00:18:09","","","","","","","","","","","","","","",""
"2876","","","A1","C","","10:35:43:16","10:35:45:03","01:50:56:00","01:50:57:12","AKH_I0616","","10:00:00:00","10:36:31:17","00:36:31:17","H.264","25.000","","","","",""
"2877","","","A1","C","","10:00:18:24","10:00:22:09","01:50:57:12","01:51:00:22","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2878","","","A1","C","","10:00:42:14","10:00:51:08","01:51:00:22","01:51:09:16","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2879","","","V1","C","","10:00:43:17","10:00:51:00","01:51:02:00","01:51:09:08","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","768x576","","","",""
"2880","","","V2","C","","01:51:02:00","01:51:09:08","01:51:02:00","01:51:09:08","Solid Color","","","","","","0.000","","","","",""
"2881","","","V1","C","19.8616","00:00:23:21","00:00:27:19","01:51:09:08","01:51:14:07","306-lss-064","","00:00:00:00","00:05:57:03","00:05:57:03","H.264","23.976","1280x1080","Cocoa","","",""
"M2","","","","","19.9","00:00:23:21","","","","","","","","","","","","","","",""
"2882","","X","V6","C","","00:00:04:24","00:00:04:24","01:51:09:08","01:51:14:07","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2883","","","A1","C","","10:02:29:11","10:02:30:13","01:51:09:16","01:51:10:18","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2884","","","A1","C","","10:01:04:09","10:01:12:21","01:51:10:18","01:51:19:05","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2885","","","A1","D","2","01:51:10:18","01:51:10:20","01:51:10:18","01:51:10:20","Cross Fade 0 dB","","","","","","0.000","","","","",""
"2886","","","V1","C","","10:01:07:23","10:01:12:03","01:51:14:07","01:51:18:12","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","768x576","","","",""
"2887","","","V2","C","","01:51:14:07","01:51:18:12","01:51:14:07","01:51:18:12","Solid Color","","","","","","0.000","","","","",""
"2888","","","V1","C","","00:01:48:03","00:01:52:02","01:51:18:12","01:51:22:12","mt-mtt-563wx","","00:00:00:00","00:06:20:20","00:06:20:20","H.264","23.976","1920x1080","Cocoa,ResolveColorGreen","","",""
"2889","","X","V6","C","","00:00:04:24","00:00:04:24","01:51:18:12","01:51:21:23","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2890","","","A1","C","","10:01:21:17","10:01:24:14","01:51:19:05","01:51:22:02","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2891","","","A1","C","","10:01:28:05","10:01:34:15","01:51:22:02","01:51:28:12","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2892","","","V1","C","","10:01:28:15","10:01:32:01","01:51:22:12","01:51:25:23","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","768x576","","","",""
"2893","","","V2","C","","01:51:22:12","01:51:25:23","01:51:22:12","01:51:25:23","Solid Color","","","","","","0.000","","","","",""
"2894","","","V1","C","19.9078","00:00:42:22","00:00:45:09","01:51:25:23","01:51:29:00","306-lss-064","","00:00:00:00","00:05:57:03","00:05:57:03","H.264","23.976","1280x1080","Cocoa","","",""
"M2","","","","","19.9","00:00:42:22","","","","","","","","","","","","","","",""
"2895","","X","V6","C","","00:00:04:24","00:00:04:24","01:51:25:23","01:51:29:00","Adjustment Clip","","00:00:00:00","00:00:05:00","00:00:05:00","","25.000","","","","",""
"2896","","","A1","C","","10:02:14:07","10:02:15:03","01:51:28:12","01:51:29:08","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2897","","","V1","C","","10:02:05:10","10:02:15:03","01:51:29:00","01:51:38:18","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","768x576","","","",""
"2898","","","V2","C","","01:51:29:00","01:51:38:18","01:51:29:00","01:51:38:18","Solid Color","","","","","","0.000","","","","",""
"2899","","","A1","C","","10:02:05:18","10:02:14:07","01:51:29:08","01:51:37:22","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2900","","","A1","C","","10:02:14:07","10:02:15:03","01:51:37:22","01:51:38:18","AKH_I0617","","10:00:00:00","10:17:42:17","00:17:42:17","H.264","25.000","","","","",""
"2901","","","A4","C","","00:00:01:08","00:00:20:10","01:51:37:22","01:51:56:24","Cave-and-Wind","","00:00:00:00","00:01:02:05","00:01:02:05","","25.000","","","","",""
